ID,latitude,longitude
76,-23.104482280914464,-46.90841268485268
77,-23.41461407847475,-46.398240203449966
78,-23.33808334736936,-46.915394645682085
79,-23.727095338954065,-46.56387717568294
80,-23.116675013017353,-46.96402976891754
81,-22.48661941743931,-45.68810913707241
82,-23.1315980328291,-46.786481787876376
83,-22.497549239686535,-45.704738711307854
84,-23.245131796171766,-46.89422289410045
85,-23.415370524572836,-46.98676209615307
86,-23.652719512388092,-46.54767703681292
87,-23.278886994578887,-46.926415797328175
88,-22.656835183278883,-45.74810987100936
89,-22.335391038597553,-45.6699345996566
90,-23.69815080531482,-46.57194231403233
91,-23.31052753864065,-46.93264137230853
92,-23.533929071903554,-46.5941821063952
93,-23.233336043723522,-46.66102884415237
94,-23.281279749344026,-46.80575254479803
95,-23.534619964939292,-46.37184517018635
96,-22.639009812141087,-45.58206415507395
97,-23.40164329326827,-46.69925538095085
98,-23.041404820634646,-46.94291498104581
99,-23.44538542472886,-46.720310597732336
100,-22.593272118254916,-45.64792212479443
101,-23.627872910549886,-46.36452262621641
102,-23.304562854976016,-46.92171374384438
103,-23.157628727986285,-46.97398707969147
104,-23.228548013477543,-46.855047880075105
105,-23.38397028042994,-46.519921964688784
106,-22.460745776615596,-45.59564214502555
107,-22.97159471217327,-47.097958691095116
108,-22.601444975121346,-45.66891057854397
109,-23.64281689879765,-46.37717136829228
110,-23.538594587211275,-46.493162934087266
111,-23.04385837931185,-47.0637898379323
112,-22.60962178291212,-45.66292302353185
113,-23.469391104736523,-46.56854192725077
114,-22.284414223088447,-45.806916783130085
115,-23.798804149153188,-46.61417969648589
116,-23.357313522871802,-47.03495772322514
117,-23.125856763268395,-46.98682430348771
118,-22.43819454405106,-45.68898084969814
119,-22.63990378888324,-45.60980825681673
120,-23.33857553852375,-47.02897571211941
121,-23.332886398677196,-46.98827274884003
122,-23.206409624899596,-46.89046918055904
123,-23.64324848343773,-46.39791720146583
124,-23.34633854045634,-46.99368882720894
125,-23.410086465521676,-46.52250868880333
126,-23.508588963152455,-46.60407554209736
127,-22.934693221512774,-46.87573462901979
128,-22.661979865300747,-45.806451562698975
129,-23.05420365374444,-46.960815935786194
130,-23.609816299589326,-46.515878191694014
131,-23.047432911409523,-46.9828105332925
132,-22.467751734328775,-45.769581653025895
133,-23.327655013118306,-46.91305087432806
134,-23.54006589233266,-46.62296965303339
135,-23.17154630964304,-46.981719420210716
136,-22.368439591513805,-45.87904686510027
137,-23.645172976452418,-46.60847870502821
138,-23.706101760084856,-46.58466728101875
139,-23.497800552008954,-46.42461846142817
140,-22.420605473431074,-45.84318959918924
141,-22.471064955456075,-45.692635520655614
142,-23.22468669200684,-46.94573753475272
143,-23.149691105189408,-46.88871477944338
144,-22.450771845404702,-45.76464861486002
145,-22.441253588579418,-45.59232210649296
146,-23.095710289382566,-46.97948116177052
147,-23.242409824937738,-46.981472105694884
148,-23.234565698110263,-47.0821356964296
149,-23.25403460250777,-46.91904695453098
150,-23.836888566637548,-46.69525761800953
151,-23.14453900176818,-47.08955576107704
152,-23.37180725337046,-46.59141488412625
153,-23.354222740004595,-46.84302103143129
154,-23.68199190684487,-46.42196069682016
155,-23.685310684765355,-46.61439541145833
156,-23.53684246007896,-46.53755439479598
157,-22.52101397538481,-45.797431001754966
158,-22.63725964272178,-45.67610835754617
159,-23.4680258258256,-46.697039177081145
160,-23.302043918942026,-46.970129549435526
161,-23.095596742502202,-47.00854464561174
162,-22.509495938532044,-45.74948640839323
163,-23.320945386719035,-46.84726517956662
164,-23.828344935188877,-46.543255596506874
165,-23.704451772859592,-46.33025981179378
166,-23.366835333419527,-46.832516586554256
167,-22.689016006730775,-45.81968540504754
168,-22.565382319704486,-45.750553644358526
169,-22.440092255210175,-45.715160064186094
170,-22.989147338642855,-46.863307817835654
171,-22.622008946547645,-45.81976840586922
172,-24.0650329,-46.65112217864553
173,-23.095700072416285,-46.74762774241917
174,-23.252546275224294,-46.90219883919651
175,-23.225558263268507,-47.07027760292535
176,-22.256998684597345,-45.607476282572456
177,-23.8053933067982,-46.5794341818473
178,-23.676699250630975,-46.53175053784645
179,-22.619049099744853,-45.62180809381102
180,-22.36834249569098,-45.710388634988846
181,-23.364011322606657,-46.455268603620034
182,-23.60625367923207,-46.657961053132794
183,-23.376877926549092,-47.08977876346285
184,-23.337546171929432,-46.96573593691735
185,-23.2213972013048,-47.04922356879933
186,-22.47186922685203,-45.75887019446857
187,-22.54247898711189,-45.587262348166654
188,-23.631423979674114,-46.58477155305795
189,-23.550998111017584,-46.49225466708661
190,-23.290076921014098,-46.94742650420732
191,-23.5481382344759,-46.44326261439835
192,-22.33573348362014,-45.69829856201303
193,-23.004705318050927,-46.920326982410025
194,-22.467861789840565,-45.58927572508984
195,-23.364085405392014,-47.028012436562804
196,-23.139002124090048,-46.961954181139625
197,-22.651794273037325,-45.69613276310572
198,-23.41130872112848,-46.947986562668724
199,-23.305125951767067,-46.72264586342756
200,-23.43368206821781,-46.37889749891646
201,-22.241777049269103,-45.65502204448812
202,-23.029293859861372,-47.04649029681504
203,-22.524688662483875,-45.58430063773695
204,-23.325578678025998,-46.81909438338708
205,-23.227133479855148,-46.92602279857069
206,-23.051245642398122,-47.083925566571985
207,-22.63998656703508,-45.937725516429595
208,-22.55400045578203,-45.63592758425105
209,-23.25910324090745,-46.92068721524216
210,-23.634066357038854,-46.64020481905714
211,-23.12238697013552,-47.12722668317521
212,-23.134321830609693,-46.98339452342646
213,-23.12336699092907,-46.83727554537439
214,-23.870523493916235,-46.52114665196381
215,-22.53774819093543,-45.7590320614902
216,-22.08658757379844,-45.79497889954063
217,-23.668542265577486,-46.495156391911905
218,-22.66782364057144,-45.601664860368885
219,-23.469896847822802,-46.511493287242345
220,-23.149932278337044,-46.917042584019136
221,-22.567173248164796,-45.52233351652484
222,-22.631104450680674,-45.67603020370394
223,-23.475725713544044,-47.036714425332065
224,-23.09350001818154,-47.033439381080775
225,-23.676773058114936,-46.50943850267706
226,-23.55999310407936,-46.512188991516595
227,-23.540097271518828,-46.86926710456589
228,-22.482996732207805,-45.6034228142728
229,-23.68115644173272,-46.555654941712916
230,-23.58076395920473,-46.4832197765883
231,-23.15993480353608,-46.979172875909654
232,-23.330591857403537,-46.3700041225359
233,-23.569998206972496,-46.63096973802433
234,-22.69987803069772,-45.71304587295103
235,-23.0354583982677,-46.94348966552328
236,-23.227098251868412,-47.05647521150713
237,-23.254838262766306,-46.90731128260149
238,-23.55730699897851,-46.388633459125664
239,-22.421328854094398,-45.50989400760942
240,-23.164595623450236,-47.067672290490556
241,-22.497253629672645,-45.730693744372424
242,-22.54071328665474,-45.65243577388158
243,-23.718356479571113,-46.41105385306286
244,-23.751953127867804,-46.531872674788055
245,-22.553269205553875,-45.64946583010597
246,-23.596900539728985,-46.462934617250475
247,-23.414963596754472,-46.373972092687474
248,-23.352948132423293,-46.4095242855691
249,-23.18901746312914,-46.7905860801731
250,-23.315170242167795,-46.85730226877794
251,-23.480868043988313,-46.36609129278772
252,-23.44112479672027,-47.09217804777626
253,-23.333672974316165,-46.72249078496814
254,-22.29578342148207,-45.655529124320154
255,-23.51603033141643,-46.950403921025774
256,-23.19069914840387,-47.04255139126583
257,-23.668523043293867,-46.566394748188124
258,-23.756736358647284,-46.569219524501264
259,-22.49135972547353,-45.57626190682286
260,-23.090422665863837,-46.995210284756936
261,-22.62753084578987,-45.9441249566314
262,-23.124843227516173,-47.123880180803354
263,-22.310697584236596,-45.76709864197582
264,-23.67590566519913,-46.31183579085357
265,-23.902366720796223,-46.581272655792155
266,-23.25261273780379,-46.705912187100104
267,-23.158440255803995,-47.11871810902237
268,-22.737972474017262,-45.74850601089809
269,-23.206451560469798,-46.92764086151148
270,-22.374935541876486,-45.66805838235032
271,-23.28193336431976,-46.83526244963941
272,-23.138964372934133,-46.896531689517786
273,-23.843178788227085,-46.67398917887102
274,-23.342672960497154,-46.899644204887835
275,-22.278042041190595,-45.688624354722435
276,-23.16050773119046,-46.773836554914084
277,-23.399140262562273,-47.11604467308525
278,-23.640158770599985,-46.47008501693773
279,-23.4359466603539,-46.63617765705282
280,-22.391252915705028,-45.7626957134511
281,-22.34874519241966,-45.802932640026796
282,-22.445582460977903,-45.69489242918826
283,-22.43048878687183,-45.58148054092833
284,-23.327968534422663,-46.86702040274023
285,-22.375259388151452,-45.84242761648197
286,-22.614075363171192,-45.64646158924762
287,-22.470234941228597,-45.705988523324386
288,-23.662077471511413,-46.46049746315132
289,-23.78835490385235,-46.6739192581539
290,-23.286853487860288,-46.92500841508256
291,-22.630102222696525,-45.64017587170162
292,-22.555088419983885,-45.49983766397036
293,-23.391004872552838,-46.81484074251868
294,-23.44604804550791,-46.53609368261655
295,-23.34727891088855,-46.97152953747069
296,-23.33081734239441,-46.95608273987872
297,-23.227589420038314,-46.76687807123506
298,-22.543944555700694,-45.818851274710376
299,-23.347213094564708,-46.90495491581281
300,-23.232135786003717,-46.95757295080212
301,-23.327905270052252,-46.58607233324198
302,-23.116682488414614,-47.048551941592436
303,-23.252269657513885,-46.923044332507686
304,-23.458239482292296,-46.93847642719249
305,-23.296271832583766,-46.955566061754226
306,-23.617544612084213,-46.527211386225275
307,-22.437007222125665,-45.74018416681154
308,-23.19430218887619,-47.00717271966932
309,-23.18731681717723,-46.96098524234617
310,-23.631117692773717,-46.521304460954795
311,-23.480759109681383,-46.528010937489405
312,-23.38116770301657,-47.045506017020756
313,-23.753626913123306,-46.60891120664826
314,-22.52629708157612,-45.79090320398217
315,-23.705442429636893,-46.40618508694761
316,-23.66039099584398,-46.55751306692689
317,-23.542778283917915,-46.54237368564102
318,-23.46865455645889,-46.645848119135174
319,-23.559388096853137,-46.480540760142105
320,-23.555430023551118,-46.469658770175386
321,-23.20790226623376,-46.77020569393984
322,-23.163286529130726,-46.833936145068634
323,-23.429500363043317,-46.98145429509962
324,-23.127496450021045,-47.15923700178436
325,-22.393381449370484,-45.67703730715513
326,-22.954539250661657,-46.9670774284391
327,-23.115199446295062,-46.752764633324645
328,-22.499994470723383,-45.82505195996575
329,-23.243944638081846,-46.98037650667972
330,-23.711489534334007,-46.50626255897038
331,-23.686997531644927,-46.72216404539998
332,-23.051356557510164,-46.71044528986097
333,-23.370680113907333,-46.67943831880109
334,-23.516367516557885,-46.5517124631252
335,-23.12951731147953,-46.82991944535888
336,-22.468185022919226,-45.73240623954463
337,-23.611436463050055,-46.53380575838908
338,-22.676873731039116,-45.681731912287404
339,-22.453874691854413,-45.80204912309327
340,-23.70235649440461,-46.508146141701594
341,-22.588052098629724,-45.7044703436278
342,-22.384333140455123,-45.59237732679813
343,-23.095045922794572,-47.03682794969371
344,-22.665727978137927,-45.80831529432216
345,-23.2188418492215,-46.94280658473024
346,-22.621641431157556,-45.65549923393432
347,-23.724510235444168,-46.49167952182756
348,-23.04899156695189,-46.940291328186625
349,-23.229042946603208,-46.93953587995567
350,-22.403036535779055,-45.68471775048495
351,-22.559454078541105,-45.83729535359695
352,-23.665621942906053,-46.53769493260304
353,-22.37786032542335,-45.75232307795457
354,-23.22120306047199,-47.0394290965481
355,-22.544369871502994,-45.6403739354995
356,-23.266653922648686,-46.9813795311431
357,-22.387985315518375,-45.753842539561894
358,-22.5573137261236,-45.864083245001304
359,-23.66339503103514,-46.48736704408411
360,-22.55334271351642,-45.679472315074825
361,-23.490975744812484,-46.638742176516885
362,-22.4119419256222,-45.72950751984953
363,-23.59814678008766,-46.41176072040033
364,-23.46941950071117,-46.71249470715706
365,-23.289839139862245,-46.838809687722296
366,-23.411140642408107,-46.31897144527927
367,-23.721463415154368,-46.48522417780063
368,-22.36115590466064,-45.49169850773667
369,-23.284866903114594,-47.01367845066473
370,-23.74254177334335,-46.62933857370587
371,-23.21762640652078,-46.932334260354814
372,-22.380868069982746,-45.63621677787713
373,-23.659742250286136,-46.39801203382289
374,-22.527680695312412,-45.54533533108063
375,-22.943313622434495,-46.780719712611244
376,-23.195646940311043,-46.87948367428062
377,-22.359356552506778,-45.65979278192536
378,-23.245356601866103,-47.12023024847003
379,-22.62875411778932,-45.80075107085625
380,-23.546820061866953,-46.538797219397246
381,-23.559923234606163,-46.661290164327355
382,-23.517048834737523,-46.63390373929224
383,-22.534538784458668,-45.72374755001157
384,-23.376184606378526,-46.85384561123285
385,-23.293581306137586,-46.95950296366325
386,-23.638933355150513,-46.611181807008336
387,-23.334309987001642,-46.914485137083375
388,-22.220322048719684,-45.72186389449494
389,-23.393681427354085,-46.940822881751345
390,-23.14296021568532,-46.94255805021173
391,-22.652531896820953,-45.49347708585879
392,-23.311246670394922,-46.66394310827563
393,-22.422793322420628,-45.724249906490485
394,-22.376319559802354,-45.69342618412381
395,-23.196550166135413,-46.859731262049195
396,-22.58155101381374,-45.85460669214444
397,-23.629018238832238,-46.49073442492915
398,-23.428771317727197,-46.52486103814009
399,-23.824551566417718,-46.46360039162571
400,-22.63235369508316,-45.54450936571764
401,-23.689936308600725,-46.58016438744786
402,-23.342945428766996,-46.64930089253446
403,-23.071484309986467,-46.94362956980073
404,-23.24501994705315,-46.9218548121114
405,-23.515415097248443,-46.77630992715498
406,-23.37142849917099,-46.82524677214946
407,-22.58454682145325,-45.72034053870975
408,-22.631911066747307,-45.773900814079845
409,-23.75352851649912,-46.60505254247754
410,-22.614319949849072,-45.67482070042197
411,-23.344735453858632,-46.749852061251346
412,-23.243126711460018,-46.99542788325215
413,-22.23496421228048,-45.709430460230344
414,-23.469186909995877,-46.53234360517771
415,-22.64343414616868,-45.6576676417942
416,-22.61316243482803,-45.565936403772234
417,-23.68284024167085,-46.54701524496082
418,-23.13357035947895,-46.964494810283824
419,-23.2894230929834,-46.948905062149315
420,-23.442177801471285,-46.54980838895462
421,-22.48142674661097,-45.67746263279847
422,-23.18029556119461,-46.917807268334876
423,-22.313242849932372,-45.78238676124648
424,-23.07453020499754,-47.06343926176525
425,-23.43793618011881,-46.483649860839485
426,-23.767208097229993,-46.563787565449424
427,-23.323030048478945,-46.792381872576435
428,-23.002676422946706,-47.103590270319124
429,-23.146293134779633,-46.850255073141035
430,-23.28612759670899,-46.9260884330095
431,-23.22969543173977,-46.77306912639221
432,-22.38302915027371,-45.51591385581979
433,-22.777053123676186,-45.45426402348356
434,-23.38732974155429,-46.89148661261373
435,-23.53491901645601,-46.4182568834267
436,-23.48778296747771,-46.40899107107541
437,-23.091670158577465,-46.956423696290805
438,-23.17510992510695,-47.215577447694805
439,-23.471148946144744,-47.12379720354132
440,-23.912493437337382,-46.58286540812794
441,-23.029334762561028,-46.78531929987598
442,-23.138535971026474,-47.12313745600565
443,-23.56887081841201,-46.51127996654047
444,-23.643029246297093,-46.48805790833464
445,-22.488120013476056,-45.63211436033408
446,-23.069393792948972,-46.80073615425268
447,-22.510040815960746,-45.65550026881338
448,-22.489504632245172,-45.58192576187603
449,-23.347757264891023,-46.97150945230423
450,-23.608980873007933,-46.46543872790022
451,-23.172982987033652,-46.93105665417642
452,-22.565542596329667,-45.58069187175016
453,-22.25980578078993,-45.57810742153658
454,-23.76006774577516,-46.50923997643448
455,-22.532263119366423,-45.80985291373894
456,-23.92557320268701,-46.64337706681155
457,-23.326488247404964,-46.74140039499584
458,-23.577258163461867,-46.61750430033121
459,-23.556959026896752,-46.44087419071115
460,-22.957903256118108,-46.9727782303049
461,-22.44852617408581,-45.578796702209736
462,-23.196188916772485,-46.97021609857973
463,-23.623691526848663,-46.53352860597476
464,-22.36790403579474,-45.6534254550118
465,-23.14244734537738,-46.975610078126465
466,-23.65441367174436,-46.636563928156384
467,-22.613201445366634,-45.54672905139887
468,-23.867470268099982,-46.512027448565924
469,-23.36838176689293,-46.92927743385422
470,-23.086576843359907,-46.815690086177206
471,-23.497612746896234,-46.634294753007964
472,-22.539039412040445,-45.687248392232256
473,-22.5980735748876,-45.64085522187014
474,-23.374454315943876,-46.363068822959065
475,-22.713927242003088,-45.4303905445301
476,-22.427327273498083,-45.68970128158334
477,-23.50756590649022,-46.585044729923524
478,-23.645853402288672,-46.58793431963174
479,-22.51138183530735,-45.646238466309974
480,-22.452188730473832,-45.78872680192238
481,-22.44598852748623,-45.69485258350092
482,-23.277446315538207,-46.81868575630428
483,-22.282928167017662,-45.69315496141526
484,-22.479028121476,-45.579193812097415
485,-23.5087428632688,-46.47993693149648
486,-22.64871591390723,-45.7913150165325
487,-22.588546086761863,-45.60374366790012
488,-22.531758724179145,-45.713707203753685
489,-23.610512318154417,-46.309602493137184
490,-23.225431659843494,-46.90648373718804
491,-23.776026779117185,-46.38434851288743
492,-23.20006495919745,-46.82028895683697
493,-23.27153644483392,-46.96599204933588
494,-22.676086623921524,-45.63918992025067
495,-22.702701960639995,-45.62932195187518
496,-23.282245461480265,-46.7892191142697
497,-22.651050894931483,-45.691156058563145
498,-23.1257045397608,-46.93699206794886
499,-22.63667418712861,-45.700077130354195
500,-23.722142429388825,-46.4168535818422
501,-22.73199533615009,-45.67079519503385
502,-23.867677974872283,-46.610985637701475
503,-22.51363803757983,-45.68139049257309
504,-23.60001556137757,-46.55630757747494
505,-23.520500349702605,-46.64935495959976
506,-22.630685375001423,-45.75992336129854
507,-23.1003359066317,-46.75401915714235
508,-23.124700372159115,-46.89867755756414
509,-23.25043258335904,-46.80272636460296
510,-23.30463871729178,-46.88801075408482
511,-23.09755167040323,-47.001967932985934
512,-23.09273429774505,-46.85629265596295
513,-22.405941830718564,-45.798176327002885
514,-22.415820993328445,-45.60036455100274
515,-23.586274560307512,-46.59085634120141
516,-23.23189460547455,-47.027513847668395
517,-23.708734483290048,-46.61093938056356
518,-23.34420522586615,-47.184490784174635
519,-22.496650762949365,-45.345594765715646
520,-22.50313734690883,-45.69468478136289
521,-23.356196041413078,-46.860089972774674
522,-23.39023835354008,-46.96257395565902
523,-22.477019448401787,-45.66721312316254
524,-23.236583070632022,-46.92615457154273
525,-23.444972410668402,-46.52309074661888
526,-23.4804172814309,-46.49205376736423
527,-22.274817510493175,-45.82284000340243
528,-23.472584389546082,-46.49613783307098
529,-22.420005976573457,-45.53302637008008
530,-22.527572056810147,-45.82310424498436
531,-22.541949779149625,-45.72410234150195
532,-23.116481544831423,-47.0725487475248
533,-22.994714394609773,-47.033067861003104
534,-22.789295906676408,-45.670313951829726
535,-23.170883969528198,-46.89833290211086
536,-23.542091257825867,-46.47623589610394
537,-23.56668617636219,-46.48802773136007
538,-22.387002612661554,-45.790782549001264
539,-23.35016428864705,-46.46083223107758
540,-23.201793664656332,-46.85342156231558
541,-23.192474414464403,-46.87501501644916
542,-23.35270751673983,-47.00817259347602
543,-23.221205807748532,-46.96473145969817
544,-23.20099691158387,-46.747904564499386
545,-23.24805360178636,-47.07673417473532
546,-23.204272878099395,-46.91453994400026
547,-23.684984025512733,-46.242287611464754
548,-23.556148386156053,-46.66488831403334
549,-22.366398718996965,-45.69069306702041
550,-23.695930359183574,-46.515927835834724
551,-23.26460218127434,-46.94490799739737
552,-23.199837692422886,-46.83921110675932
553,-22.583178853016523,-45.60602016474045
554,-23.77170603662408,-46.453402814792064
555,-23.507901986949314,-46.5303446030255
556,-22.396358109804282,-45.73074709147282
557,-23.480533465242335,-46.57101721789215
558,-23.630685808483143,-46.39347034375932
559,-23.20614019170852,-47.04636249025679
560,-22.61435150583364,-45.61887441511402
561,-23.25203535418245,-46.89516693145229
562,-23.263376030473374,-46.91283658461476
563,-23.651199640996843,-46.61836298749555
564,-22.5490064334404,-45.731169086674406
565,-22.615732871731048,-45.7764635191963
566,-22.542961136439747,-45.575303517233905
567,-23.713236981813605,-46.61128664501245
568,-23.224503286893263,-46.878423226373876
569,-22.304740232831037,-45.45204924299194
570,-22.709611160629983,-45.774462215007
571,-23.167997474665412,-46.98100502062588
572,-22.40685567051019,-45.660490215353924
573,-23.20532339827866,-46.897431643412
574,-23.182285769095824,-47.02463414314251
575,-23.038463929166184,-46.9541814185338
576,-23.38429843110127,-46.520272344984534
577,-23.713076420167752,-46.44235455444377
578,-23.185969382837197,-46.981288350513026
579,-23.535380342850274,-46.24184452704969
580,-23.493191882018852,-46.37971867293781
581,-23.75525878457553,-46.427459422430196
582,-22.555299134922187,-45.794445925747105
583,-22.547459600857447,-45.93323446651493
584,-23.533184511458767,-46.59572131516502
585,-23.17625656180827,-46.96053265577914
586,-23.12628846531021,-47.089420004303534
587,-23.235769405278933,-46.919606619145966
588,-23.598833431392578,-46.566276051531155
589,-23.43206448005848,-46.599547267635884
590,-23.325965177833698,-46.92233619498324
591,-22.456823040572075,-45.72491520827663
592,-22.277368641536473,-45.741873963697145
593,-23.42222306956164,-46.61058011331288
594,-22.772596840298235,-45.494791576777025
595,-23.08556568787453,-46.85300133271486
596,-22.724248526133657,-45.40677483652314
597,-22.558022582224098,-45.688144103613936
598,-23.379920469748768,-46.55432685752911
599,-23.036045978038494,-46.93012014136045
600,-22.5899023816377,-45.85690956486224
601,-23.546218886390562,-46.43133594266293
602,-23.263830338525914,-46.868723159167644
603,-23.433868135698994,-46.66492954619035
604,-22.4338420863873,-45.69233158129553
605,-22.558980071123422,-45.75948194911746
606,-23.098389178626636,-46.88588649067542
607,-23.309530394117033,-47.05358348087791
608,-23.684187496015642,-46.48130729987502
609,-22.637680079099994,-45.61378542807335
610,-23.579570076962888,-46.48454939695152
611,-23.54657662391453,-46.473204246406546
612,-23.206789395161763,-46.87536180464978
613,-23.360959504045667,-46.82299851880959
614,-23.233230503386974,-46.98579780116559
615,-22.493385656163213,-45.8421808829173
616,-22.35691714171136,-45.63524627325107
617,-22.442110086145675,-45.66677059123158
618,-22.435885908124124,-45.67605240094055
619,-23.19737244484864,-46.89966180504221
620,-23.123444572627527,-46.92444692885366
621,-23.688545210341765,-46.643635130608345
622,-22.469696424959956,-45.68354196212006
623,-23.702800144884907,-46.566324480951636
624,-22.588568810124773,-45.589811034147786
625,-23.09224867528538,-46.87415433161175
626,-23.51501826461671,-46.48777932906557
627,-23.3258987542817,-46.86323994066096
628,-22.378137715898212,-45.69367446028658
629,-23.02720908213685,-46.94101685866231
630,-23.250704932777367,-47.072387426296544
631,-22.72317798925941,-45.52552049321535
632,-22.586133751461883,-45.6654746284271
633,-23.539772340843303,-46.66517220342152
634,-23.735059457388328,-46.588595513531345
635,-22.438415140283002,-45.67559054237003
636,-22.418838503002316,-45.70759618174269
637,-23.453888382849385,-46.5853737475098
638,-22.54206598624096,-45.76734808575672
639,-22.646498958259855,-45.62794290244523
640,-23.558520652612835,-46.50087981677586
641,-23.66758886111389,-46.59782813104823
642,-23.542836360870137,-46.721576080183574
643,-23.278179913252906,-46.85743578044433
644,-23.135021926127266,-46.96794510595647
645,-23.43292540408638,-46.37025114725779
646,-23.06589584028895,-47.011260432119094
647,-22.789112562171436,-45.75102402008082
648,-23.03918916232613,-46.870320501109106
649,-23.43730706545888,-46.65602860576558
650,-23.128163719194454,-46.711128928844964
651,-23.696395022656052,-46.466487597617274
652,-23.16264401379481,-46.921691876626
653,-23.71779720016388,-46.44875396899574
654,-23.728882111180102,-46.395788225590074
655,-23.796430380087248,-46.52124653118323
656,-22.662016605588235,-45.744033568230535
657,-23.43877943246812,-46.309254968535754
658,-23.349501124766434,-46.944558544285236
659,-23.388371601537745,-46.449986701204836
660,-23.499514117857093,-46.98935415348411
661,-23.58463783967985,-46.44329945443931
662,-23.387291753289695,-46.59782842344486
663,-23.289500945805774,-47.00284868281598
664,-23.55405365543891,-46.47852751127073
665,-23.233758227467195,-46.71725943722799
666,-23.586885156770954,-46.62951346319073
667,-22.45381785412238,-45.670216135967614
668,-23.476016791688348,-46.55126018704472
669,-22.60818104673866,-45.610835318854015
670,-23.611141395624177,-46.44334866356005
671,-23.68120783407436,-46.6032134651784
672,-23.271839061828988,-47.003910436766674
673,-23.099594718081534,-47.07286100863968
674,-23.519390888329895,-46.76102074692602
675,-23.143803824866314,-46.72417675433656
676,-22.400765833219403,-45.73586637197442
677,-23.561159733813888,-46.63419857502011
678,-22.361256981259984,-45.57302366689694
679,-23.627100803003355,-46.48379159301483
680,-23.121400019677733,-46.86945668435963
681,-22.469850091579424,-45.765715579322624
682,-23.189338498975648,-46.8662082539297
683,-23.10364288878806,-46.94008530486138
684,-23.250401431458968,-46.98928241414116
685,-23.02121104115353,-46.969836067773905
686,-23.28519825550948,-46.85559254210289
687,-23.60136832048497,-46.559009276711635
688,-23.57179967266734,-46.386589321392286
689,-23.768173602752256,-46.42962154946214
690,-23.69576306284301,-46.47747963424191
691,-23.520589358693535,-46.37181598119389
692,-23.804469086633613,-46.639635104468276
693,-23.772738079847432,-46.46605710289572
694,-23.37397765101264,-46.54697107165759
695,-23.784278660749468,-46.33111775173411
696,-23.14265553074616,-46.971900120077905
697,-23.682156695038106,-46.265481603045274
698,-23.77728579715378,-46.34383624611832
