datetime,count
2011-01-26 12:00:00,47.792
2011-01-26 13:00:00,50.302
2011-01-26 14:00:00,49.096
2011-01-26 15:00:00,50.636
2011-01-26 16:00:00,60.474
2011-01-26 17:00:00,110.464
2011-01-27 16:00:00,80.116
2011-01-27 17:00:00,157.046
2011-01-27 18:00:00,135.328
2011-01-27 19:00:00,96.176
2011-01-27 20:00:00,75.89
2011-01-27 21:00:00,46.006
2011-01-27 22:00:00,38.688
2011-01-27 23:00:00,19.984
2011-01-28 00:00:00,14.284
2011-01-28 01:00:00,6.424
2011-01-28 02:00:00,2.424
2011-01-28 03:00:00,2.08
2011-01-28 05:00:00,6.374
2011-01-28 06:00:00,31.574
2011-01-28 07:00:00,75.556
2011-01-28 08:00:00,157.86
2011-01-28 09:00:00,76.144
2011-01-28 10:00:00,43.35
2011-01-28 11:00:00,44.106
2011-01-28 12:00:00,49.306
2011-01-28 13:00:00,52.958
2011-01-28 14:00:00,61.826
2011-01-28 15:00:00,57.83
2011-01-28 16:00:00,75.168
2011-01-28 17:00:00,153.374
2011-01-28 18:00:00,143.364
2011-01-28 19:00:00,100.65
2011-01-28 20:00:00,74.858
2011-01-28 21:00:00,44.0
2011-01-28 22:00:00,40.998
2011-01-28 23:00:00,21.472
2011-01-29 00:00:00,31.436
2011-01-29 01:00:00,19.49
2011-01-29 02:00:00,15.788
2011-01-29 03:00:00,10.484
2011-01-29 04:00:00,2.77
2011-01-29 06:00:00,4.066
2011-01-29 07:00:00,16.694
2011-01-29 08:00:00,33.484
2011-01-29 09:00:00,38.392
2011-01-29 10:00:00,62.118
2011-01-29 11:00:00,62.708
2011-01-29 12:00:00,73.248
2011-01-29 13:00:00,80.254
2011-01-29 14:00:00,78.43
2011-01-29 15:00:00,76.604
2011-01-29 16:00:00,88.678
2011-01-29 17:00:00,80.194
2011-01-29 18:00:00,73.052
2011-01-29 19:00:00,66.838
2011-01-29 20:00:00,53.612
2011-01-29 21:00:00,40.516
2011-01-29 22:00:00,33.312
2011-01-29 23:00:00,15.946
2011-01-30 00:00:00,30.598
2011-01-30 01:00:00,22.534
2011-01-30 02:00:00,18.334
2011-01-30 03:00:00,11.58
2011-01-30 04:00:00,4.57
2011-01-30 05:00:00,3.966
2011-01-30 07:00:00,10.15
2011-01-30 08:00:00,19.626
2011-01-30 09:00:00,31.672
2011-01-30 10:00:00,59.554
2011-01-30 11:00:00,67.192
2011-01-30 12:00:00,99.754
2011-01-30 13:00:00,87.672
2011-01-30 14:00:00,87.974
2011-01-30 15:00:00,102.894
2011-01-30 16:00:00,103.474
2011-01-30 17:00:00,77.976
2011-01-30 18:00:00,71.864
2011-01-30 19:00:00,57.644
2011-01-30 20:00:00,52.524
2011-01-30 21:00:00,30.316
2011-01-30 22:00:00,23.14
2011-01-30 23:00:00,14.428
2011-01-31 00:00:00,12.326
2011-01-31 01:00:00,3.342
2011-01-31 02:00:00,2.232
2011-01-31 03:00:00,2.606
2011-01-31 04:00:00,2.486
2011-01-31 05:00:00,2.178
2011-01-31 06:00:00,33.15
2011-01-31 07:00:00,74.318
2011-01-31 08:00:00,141.614
2011-01-31 09:00:00,88.006
2011-01-31 10:00:00,45.15
2011-01-31 11:00:00,43.798
2011-01-31 12:00:00,57.66
2011-01-31 13:00:00,64.61
2011-01-31 14:00:00,52.324
2011-01-31 15:00:00,51.132
2011-01-31 16:00:00,71.084
2011-01-31 17:00:00,136.636
2011-01-31 18:00:00,132.956
2011-01-31 19:00:00,120.454
2011-01-31 20:00:00,68.638
2011-01-31 21:00:00,46.16
2011-01-31 22:00:00,29.498
2011-01-31 23:00:00,17.758
2011-02-20 00:00:00,36.746
2011-02-20 01:00:00,19.25
2011-02-20 02:00:00,15.118
2011-02-20 03:00:00,10.602
2011-02-20 04:00:00,2.714
2011-02-20 06:00:00,3.868
2011-02-20 07:00:00,16.044
2011-02-20 08:00:00,26.954
2011-02-20 09:00:00,45.452
2011-02-20 10:00:00,94.174
2011-02-20 11:00:00,112.594
2011-02-20 12:00:00,126.042
2011-02-20 13:00:00,154.866
2011-02-20 14:00:00,141.806
2011-02-20 15:00:00,147.084
2011-02-20 16:00:00,150.714
2011-02-20 17:00:00,106.414
2011-02-20 18:00:00,95.412
2011-02-20 19:00:00,89.32
2011-02-20 20:00:00,70.418
2011-02-20 21:00:00,50.782
2011-02-20 22:00:00,50.266
2011-02-20 23:00:00,37.5
2011-02-21 00:00:00,18.968
2011-02-21 01:00:00,15.89
2011-02-21 02:00:00,10.868
2011-02-21 03:00:00,4.756
2011-02-21 04:00:00,4.452
2011-02-21 05:00:00,8.26
2011-02-21 06:00:00,23.436
2011-02-21 07:00:00,77.92
2011-02-21 08:00:00,118.348
2011-02-21 09:00:00,90.36
2011-02-21 10:00:00,85.764
2011-02-21 11:00:00,87.694
2011-02-21 12:00:00,90.96
2011-02-21 13:00:00,67.236
2011-02-21 14:00:00,91.99
2011-02-21 15:00:00,92.912
2011-02-21 16:00:00,75.65
2011-02-21 17:00:00,96.8
2011-02-21 18:00:00,86.482
2011-02-21 19:00:00,70.898
2011-02-21 20:00:00,50.842
2011-02-21 21:00:00,46.546
2011-02-21 22:00:00,35.234
2011-02-21 23:00:00,18.064
2011-02-22 06:00:00,33.286
2011-02-22 07:00:00,88.666
2011-02-22 08:00:00,186.102
2011-02-22 09:00:00,105.882
2011-02-22 10:00:00,49.242
2011-02-22 11:00:00,51.69
2011-02-22 12:00:00,59.718
2011-02-22 13:00:00,67.684
2011-02-22 14:00:00,68.222
2011-02-22 15:00:00,70.64
2011-02-22 16:00:00,73.704
2011-02-22 17:00:00,156.388
2011-02-22 18:00:00,156.604
2011-02-22 19:00:00,99.384
2011-02-22 20:00:00,78.364
2011-02-22 21:00:00,58.426
2011-02-22 22:00:00,39.536
2011-02-22 23:00:00,21.184
2011-02-23 00:00:00,10.738
2011-02-23 01:00:00,5.536
2011-02-23 02:00:00,2.094
2011-02-23 03:00:00,1.7
2011-02-23 05:00:00,5.524
2011-02-23 06:00:00,30.526
2011-02-23 07:00:00,87.708
2011-02-23 08:00:00,193.512
2011-02-23 09:00:00,120.966
2011-02-23 10:00:00,60.06
2011-02-23 11:00:00,62.178
2011-02-23 12:00:00,71.602
2011-02-23 13:00:00,74.508
2011-02-23 14:00:00,79.27
2011-02-23 15:00:00,81.07
2011-02-23 16:00:00,106.044
2011-02-23 17:00:00,210.93
2011-02-23 18:00:00,198.462
2011-02-23 19:00:00,136.368
2011-02-23 20:00:00,80.672
2011-02-23 21:00:00,63.958
2011-02-23 22:00:00,49.302
2011-02-23 23:00:00,28.212
2011-02-24 00:00:00,11.53
2011-02-24 01:00:00,5.602
2011-02-24 02:00:00,2.206
2011-02-24 03:00:00,1.918
2011-02-24 05:00:00,5.976
2011-02-24 06:00:00,34.334
2011-02-24 07:00:00,100.638
2011-02-24 08:00:00,238.924
2011-02-24 09:00:00,121.098
2011-02-24 10:00:00,62.22
2011-02-24 11:00:00,82.226
2011-02-24 12:00:00,93.712
2011-02-24 13:00:00,91.9
2011-02-24 14:00:00,92.158
2011-02-24 15:00:00,54.246
2011-02-24 16:00:00,60.3
2011-02-24 17:00:00,158.606
2011-02-24 18:00:00,173.428
2011-02-24 19:00:00,90.864
2011-02-24 20:00:00,85.07
2011-02-24 21:00:00,63.654
2011-02-24 22:00:00,46.29
2011-02-24 23:00:00,38.502
2011-02-25 00:00:00,24.246
2011-02-25 01:00:00,10.412
2011-02-25 02:00:00,8.192
2011-02-25 03:00:00,2.124
2011-02-25 05:00:00,8.808
2011-02-25 06:00:00,32.342
2011-02-25 07:00:00,65.322
2011-02-25 08:00:00,149.942
2011-02-25 09:00:00,68.748
2011-02-25 10:00:00,46.32
2011-02-25 11:00:00,124.58
2011-02-25 12:00:00,167.38
2011-02-25 13:00:00,170.102
2011-02-25 14:00:00,170.468
2011-02-25 15:00:00,182.826
2011-02-25 16:00:00,108.646
2011-02-25 17:00:00,189.428
2011-02-25 18:00:00,173.918
2011-02-25 19:00:00,110.07
2011-02-25 20:00:00,70.38
2011-02-25 21:00:00,49.282
2011-02-25 22:00:00,44.204
2011-02-25 23:00:00,28.284
2011-02-26 00:00:00,31.726
2011-02-26 01:00:00,19.242
2011-02-26 02:00:00,14.486
2011-02-26 03:00:00,11.486
2011-02-26 04:00:00,3.314
2011-02-26 05:00:00,3.09
2011-02-26 06:00:00,4.756
2011-02-26 07:00:00,15.844
2011-02-26 08:00:00,38.542
2011-02-26 09:00:00,54.224
2011-02-26 10:00:00,102.378
2011-02-26 11:00:00,122.39
2011-02-26 12:00:00,128.13
2011-02-26 13:00:00,137.068
2011-02-26 14:00:00,136.87
2011-02-26 15:00:00,140.318
2011-02-26 16:00:00,142.136
2011-02-26 17:00:00,118.374
2011-02-26 18:00:00,101.648
2011-02-26 19:00:00,74.36
2011-02-26 20:00:00,62.364
2011-02-26 21:00:00,47.322
2011-02-26 22:00:00,45.91
2011-02-26 23:00:00,42.478
2011-02-27 00:00:00,34.468
2011-02-27 01:00:00,28.71
2011-02-27 02:00:00,23.694
2011-02-27 03:00:00,12.302
2011-02-27 04:00:00,5.012
2011-02-27 06:00:00,4.082
2011-02-27 07:00:00,13.2
2011-02-27 08:00:00,36.544
2011-02-27 09:00:00,52.872
2011-02-27 10:00:00,86.762
2011-02-27 11:00:00,125.854
2011-02-27 12:00:00,150.074
2011-02-27 13:00:00,158.13
2011-02-27 14:00:00,190.202
2011-02-27 15:00:00,231.11
2011-02-27 16:00:00,245.152
2011-02-27 17:00:00,121.978
2011-02-27 18:00:00,104.018
2011-02-27 19:00:00,103.34
2011-02-27 20:00:00,74.378
2011-02-27 21:00:00,65.646
2011-02-27 22:00:00,60.346
2011-02-27 23:00:00,39.318
2011-02-28 00:00:00,17.764
2011-02-28 01:00:00,5.558
2011-02-28 03:00:00,2.008
2011-02-28 05:00:00,9.118
2011-02-28 06:00:00,39.21
2011-02-28 07:00:00,116.368
2011-02-28 08:00:00,214.29
2011-02-28 09:00:00,136.206
2011-02-28 10:00:00,95.37
2011-02-28 11:00:00,108.272
2011-02-28 12:00:00,120.964
2011-02-28 13:00:00,96.384
2011-02-28 14:00:00,55.512
2011-02-28 15:00:00,57.028
2011-02-28 16:00:00,72.73
2011-02-28 17:00:00,146.872
2011-02-28 18:00:00,145.896
2011-02-28 19:00:00,92.014
2011-02-28 20:00:00,91.744
2011-02-28 21:00:00,70.788
2011-02-28 22:00:00,42.8
2011-02-28 23:00:00,30.56
2011-03-20 00:00:00,41.7
2011-03-20 01:00:00,31.09
2011-03-20 02:00:00,23.604
2011-03-20 03:00:00,12.902
2011-03-20 04:00:00,3.412
2011-03-20 05:00:00,3.014
2011-03-20 06:00:00,5.042
2011-03-20 07:00:00,21.28
2011-03-20 08:00:00,39.71
2011-03-20 09:00:00,60.01
2011-03-20 10:00:00,118.346
2011-03-20 11:00:00,138.81
2011-03-20 12:00:00,151.942
2011-03-20 13:00:00,152.196
2011-03-20 14:00:00,152.984
2011-03-20 15:00:00,152.022
2011-03-20 16:00:00,157.168
2011-03-20 17:00:00,144.128
2011-03-20 18:00:00,138.16
2011-03-20 19:00:00,101.61
2011-03-20 20:00:00,80.056
2011-03-20 21:00:00,58.186
2011-03-20 22:00:00,56.88
2011-03-20 23:00:00,39.104
2011-03-21 00:00:00,14.584
2011-03-21 01:00:00,6.268
2011-03-21 02:00:00,7.004
2011-03-21 03:00:00,2.962
2011-03-21 05:00:00,7.39
2011-03-21 06:00:00,41.116
2011-03-21 07:00:00,77.102
2011-03-21 08:00:00,225.234
2011-03-21 09:00:00,132.276
2011-03-21 10:00:00,76.842
2011-03-21 11:00:00,87.142
2011-03-21 12:00:00,106.406
2011-03-21 13:00:00,126.412
2011-03-21 14:00:00,131.812
2011-03-21 15:00:00,144.158
2011-03-21 16:00:00,171.064
2011-03-21 17:00:00,325.384
2011-03-21 18:00:00,308.26
2011-03-21 19:00:00,243.876
2011-03-21 20:00:00,183.932
2011-03-21 21:00:00,109.962
2011-03-21 22:00:00,96.12
2011-03-21 23:00:00,69.622
2011-03-22 00:00:00,36.87
2011-03-22 01:00:00,7.536
2011-03-22 02:00:00,7.438
2011-03-22 03:00:00,4.398
2011-03-22 04:00:00,4.448
2011-03-22 05:00:00,12.484
2011-03-22 06:00:00,44.37
2011-03-22 07:00:00,140.992
2011-03-22 08:00:00,250.162
2011-03-22 09:00:00,136.846
2011-03-22 10:00:00,103.48
2011-03-22 11:00:00,111.272
2011-03-22 12:00:00,130.052
2011-03-22 13:00:00,120.676
2011-03-22 14:00:00,127.71
2011-03-22 15:00:00,132.102
2011-03-22 16:00:00,176.02
2011-03-22 17:00:00,341.52
2011-03-22 18:00:00,317.154
2011-03-22 19:00:00,190.656
2011-03-22 20:00:00,138.214
2011-03-22 21:00:00,91.624
2011-03-22 22:00:00,77.668
2011-03-22 23:00:00,37.884
2011-03-23 00:00:00,18.922
2011-03-23 01:00:00,5.808
2011-03-23 02:00:00,4.782
2011-03-23 03:00:00,2.872
2011-03-23 05:00:00,8.038
2011-03-23 06:00:00,42.208
2011-03-23 07:00:00,119.796
2011-03-23 08:00:00,234.832
2011-03-23 09:00:00,138.844
2011-03-23 10:00:00,69.196
2011-03-23 11:00:00,65.564
2011-03-23 12:00:00,73.008
2011-03-23 13:00:00,69.62
2011-03-23 14:00:00,82.816
2011-03-23 15:00:00,88.43
2011-03-23 16:00:00,134.226
2011-03-23 17:00:00,232.434
2011-03-23 18:00:00,166.56
2011-03-23 19:00:00,115.308
2011-03-23 20:00:00,79.182
2011-03-23 21:00:00,58.436
2011-03-23 22:00:00,51.056
2011-03-23 23:00:00,36.558
2011-03-24 00:00:00,15.732
2011-03-24 01:00:00,5.524
2011-03-24 02:00:00,4.722
2011-03-24 03:00:00,2.7475
2011-03-24 04:00:00,2.1275
2011-03-24 05:00:00,7.098
2011-03-24 06:00:00,40.622
2011-03-24 07:00:00,70.826
2011-03-24 08:00:00,124.216
2011-03-24 09:00:00,132.936
2011-03-24 10:00:00,66.022
2011-03-24 11:00:00,70.052
2011-03-24 12:00:00,80.458
2011-03-24 13:00:00,91.49
2011-03-24 14:00:00,85.522
2011-03-24 15:00:00,84.19
2011-03-24 16:00:00,107.288
2011-03-24 17:00:00,221.008
2011-03-24 18:00:00,203.894
2011-03-24 19:00:00,126.382
2011-03-24 20:00:00,88.88
2011-03-24 21:00:00,67.492
2011-03-24 22:00:00,56.486
2011-03-24 23:00:00,34.254
2011-03-25 00:00:00,17.502
2011-03-25 01:00:00,6.04
2011-03-25 02:00:00,4.12
2011-03-25 03:00:00,2.802
2011-03-25 04:00:00,1.914
2011-03-25 05:00:00,8.61
2011-03-25 06:00:00,39.018
2011-03-25 07:00:00,124.522
2011-03-25 08:00:00,236.738
2011-03-25 09:00:00,143.68
2011-03-25 10:00:00,86.566
2011-03-25 11:00:00,90.282
2011-03-25 12:00:00,104.6
2011-03-25 13:00:00,106.104
2011-03-25 14:00:00,111.392
2011-03-25 15:00:00,102.704
2011-03-25 16:00:00,124.664
2011-03-25 17:00:00,223.524
2011-03-25 18:00:00,213.258
2011-03-25 19:00:00,132.318
2011-03-25 20:00:00,91.972
2011-03-25 21:00:00,69.626
2011-03-25 22:00:00,55.64
2011-03-25 23:00:00,36.396
2011-03-26 00:00:00,34.808
2011-03-26 01:00:00,22.666
2011-03-26 02:00:00,19.232
2011-03-26 03:00:00,11.846
2011-03-26 04:00:00,4.338
2011-03-26 05:00:00,3.662
2011-03-26 06:00:00,13.862
2011-03-26 07:00:00,37.958
2011-03-26 08:00:00,65.038
2011-03-26 09:00:00,88.352
2011-03-26 10:00:00,122.608
2011-03-26 11:00:00,132.778
2011-03-26 12:00:00,148.496
2011-03-26 13:00:00,159.582
2011-03-26 14:00:00,168.898
2011-03-26 15:00:00,176.296
2011-03-26 16:00:00,168.602
2011-03-26 17:00:00,161.94
2011-03-26 18:00:00,150.36
2011-03-26 19:00:00,94.668
2011-03-26 20:00:00,69.924
2011-03-26 21:00:00,57.55
2011-03-26 22:00:00,55.032
2011-03-26 23:00:00,36.664
2011-03-27 00:00:00,38.818
2011-03-27 01:00:00,23.962
2011-03-27 02:00:00,21.76
2011-03-27 03:00:00,12.638
2011-03-27 04:00:00,5.024
2011-03-27 06:00:00,8.76
2011-03-27 07:00:00,61.432
2011-03-27 08:00:00,58.834
2011-03-27 09:00:00,78.734
2011-03-27 10:00:00,104.024
2011-03-27 11:00:00,121.528
2011-03-27 12:00:00,133.834
2011-03-27 13:00:00,149.02
2011-03-27 14:00:00,158.842
2011-03-27 15:00:00,159.058
2011-03-27 16:00:00,169.476
2011-03-27 17:00:00,150.24
2011-03-27 18:00:00,126.926
2011-03-27 19:00:00,97.492
2011-03-27 20:00:00,68.012
2011-03-27 21:00:00,47.84
2011-03-27 22:00:00,45.978
2011-03-27 23:00:00,36.206
2011-03-28 00:00:00,12.528
2011-03-28 01:00:00,4.644
2011-03-28 02:00:00,3.454
2011-03-28 03:00:00,2.146
2011-03-28 05:00:00,6.974
2011-03-28 06:00:00,37.29
2011-03-28 07:00:00,126.078
2011-03-28 08:00:00,219.486
2011-03-28 09:00:00,132.604
2011-03-28 10:00:00,81.152
2011-03-28 11:00:00,74.972
2011-03-28 12:00:00,86.026
2011-03-28 13:00:00,87.438
2011-03-28 14:00:00,97.152
2011-03-28 15:00:00,97.678
2011-03-28 16:00:00,127.27
2011-03-28 17:00:00,250.712
2011-03-28 18:00:00,232.976
2011-03-28 19:00:00,144.188
2011-03-28 20:00:00,109.478
2011-03-28 21:00:00,77.576
2011-03-28 22:00:00,61.976
2011-03-28 23:00:00,31.748
2011-03-29 00:00:00,13.464
2011-03-29 01:00:00,2.874
2011-03-29 02:00:00,6.392
2011-03-29 03:00:00,2.162
2011-03-29 04:00:00,1.64
2011-03-29 05:00:00,6.054
2011-03-29 06:00:00,39.552
2011-03-29 07:00:00,130.322
2011-03-29 08:00:00,238.588
2011-03-29 09:00:00,148.188
2011-03-29 10:00:00,84.394
2011-03-29 11:00:00,83.788
2011-03-29 12:00:00,98.61
2011-03-29 13:00:00,94.242
2011-03-29 14:00:00,101.144
2011-03-29 15:00:00,110.628
2011-03-29 16:00:00,132.772
2011-03-29 17:00:00,259.978
2011-03-29 18:00:00,248.434
2011-03-29 19:00:00,157.614
2011-03-29 20:00:00,116.996
2011-03-29 21:00:00,83.134
2011-03-29 22:00:00,70.43
2011-03-29 23:00:00,32.202
2011-03-30 00:00:00,16.334
2011-03-30 01:00:00,8.446
2011-03-30 02:00:00,4.502
2011-03-30 03:00:00,3.286
2011-03-30 04:00:00,3.284
2011-03-30 05:00:00,9.278
2011-03-30 06:00:00,43.332
2011-03-30 07:00:00,135.992
2011-03-30 08:00:00,246.614
2011-03-30 09:00:00,144.364
2011-03-30 10:00:00,85.246
2011-03-30 11:00:00,85.512
2011-03-30 12:00:00,96.77
2011-03-30 13:00:00,98.14
2011-03-30 14:00:00,91.38
2011-03-30 15:00:00,54.998
2011-03-30 16:00:00,62.356
2011-03-30 17:00:00,158.71
2011-03-30 18:00:00,171.59
2011-03-30 19:00:00,107.706
2011-03-30 20:00:00,73.174
2011-03-30 21:00:00,68.384
2011-03-30 22:00:00,41.854
2011-03-30 23:00:00,31.26
2011-03-31 00:00:00,10.044
2011-03-31 01:00:00,4.008
2011-03-31 02:00:00,4.288
2011-03-31 03:00:00,2.898
2011-03-31 04:00:00,2.326
2011-03-31 05:00:00,5.688
2011-03-31 06:00:00,30.46
2011-03-31 07:00:00,79.37
2011-03-31 08:00:00,196.456
2011-03-31 09:00:00,79.492
2011-03-31 10:00:00,48.2
2011-03-31 11:00:00,53.454
2011-03-31 12:00:00,57.58
2011-03-31 13:00:00,63.306
2011-03-31 14:00:00,62.052
2011-03-31 15:00:00,44.356
2011-03-31 16:00:00,93.002
2011-03-31 17:00:00,209.992
2011-03-31 18:00:00,203.834
2011-03-31 19:00:00,128.456
2011-03-31 20:00:00,71.5
2011-03-31 21:00:00,67.132
2011-03-31 22:00:00,41.998
2011-03-31 23:00:00,40.832
2011-04-20 00:00:00,37.296
2011-04-20 01:00:00,7.172
2011-04-20 02:00:00,8.604
2011-04-20 03:00:00,4.534
2011-04-20 04:00:00,4.1
2011-04-20 05:00:00,12.864
2011-04-20 06:00:00,44.804
2011-04-20 07:00:00,178.29
2011-04-20 08:00:00,367.416
2011-04-20 09:00:00,176.394
2011-04-20 10:00:00,124.728
2011-04-20 11:00:00,145.124
2011-04-20 12:00:00,152.718
2011-04-20 13:00:00,153.366
2011-04-20 14:00:00,144.946
2011-04-20 15:00:00,145.388
2011-04-20 16:00:00,203.034
2011-04-20 17:00:00,361.34
2011-04-20 18:00:00,357.782
2011-04-20 19:00:00,303.326
2011-04-20 20:00:00,191.958
2011-04-20 21:00:00,150.418
2011-04-20 22:00:00,120.746
2011-04-20 23:00:00,86.24
2011-04-21 00:00:00,33.2
2011-04-21 01:00:00,15.08
2011-04-21 02:00:00,13.496
2011-04-21 03:00:00,4.434
2011-04-21 04:00:00,5.062
2011-04-21 05:00:00,9.222
2011-04-21 06:00:00,50.442
2011-04-21 07:00:00,159.352
2011-04-21 08:00:00,245.224
2011-04-21 09:00:00,153.116
2011-04-21 10:00:00,123.202
2011-04-21 11:00:00,125.156
2011-04-21 12:00:00,131.016
2011-04-21 13:00:00,126.188
2011-04-21 14:00:00,120.136
2011-04-21 15:00:00,126.07
2011-04-21 16:00:00,173.206
2011-04-21 17:00:00,341.196
2011-04-21 18:00:00,316.692
2011-04-21 19:00:00,212.91
2011-04-21 20:00:00,181.172
2011-04-21 21:00:00,104.702
2011-04-21 22:00:00,90.062
2011-04-21 23:00:00,45.986
2011-04-22 00:00:00,32.558
2011-04-22 01:00:00,16.926
2011-04-22 02:00:00,9.22
2011-04-22 03:00:00,4.854
2011-04-22 04:00:00,3.978
2011-04-22 05:00:00,9.17
2011-04-22 06:00:00,52.72
2011-04-22 07:00:00,137.884
2011-04-22 08:00:00,240.676
2011-04-22 09:00:00,137.786
2011-04-22 10:00:00,111.368
2011-04-22 11:00:00,98.06
2011-04-22 12:00:00,101.212
2011-04-22 13:00:00,70.464
2011-04-22 14:00:00,26.504
2011-04-22 15:00:00,70.794
2011-04-22 16:00:00,102.974
2011-04-22 17:00:00,159.43
2011-04-22 18:00:00,146.678
2011-04-22 19:00:00,100.542
2011-04-22 20:00:00,86.54
2011-04-22 21:00:00,58.026
2011-04-22 22:00:00,46.082
2011-04-22 23:00:00,49.536
2011-04-23 00:00:00,34.562
2011-04-23 01:00:00,27.016
2011-04-23 02:00:00,25.864
2011-04-23 03:00:00,15.24
2011-04-23 04:00:00,6.806
2011-04-23 05:00:00,6.154
